ocel:timestamp,ocel:eid,ocel:activity,commit_message,author_name,Unnamed: 0,merge,Unnamed: 10,Unnamed: 11,files_changed,branches_count,time_since_previous_commit,time_since_previous_commit_days,commit_frequency_24h,commit_hour,commit_day,commit_month,commit_dayofweek
2014-09-25 21:04:46+00:00,c3b442ea53ad43fd348f80a579a82060aa239c7b,chore,"chore: karma with JS Dart

Note: karma with dart is still not working
because of how `karma-dart` loads `package:…` dependencies.

Usage:
```
karma start karma-js.conf.js
karma start karma-dart.conf.js
```

Make sure to set `DARTIUM_BIN` env variable.

Refactors `js2dart`:
- live outside of the traceur module (`tools/js2dart/index.js`)
  so it can be reused by gulp and karma
- automatically build the sources in memory
  so that `js2dart` can be used without running `gulp build` first
- provide a way to specify the moduleName of a compilation run
  independently of the input filename. This helps error messages
  and source maps (not yet enabled) to report the correct file name

Changes project setup:
- add module `test_lib` that contains the primitives for tests
  (e.g. `describe` `it` …)
- clean up some sources that had errors in them
- module names in transpiled js and dart files don’t contain
  `lib` `test` nor `src` any more (e.g. `di/di`).",Vojta Jina,23,False,,,26,119,10190.0,0.1179398148148148,0.0,21,25,9,3
2014-09-25 21:28:46+00:00,61ceed5bf641e3001776332e125a671a06709c9c,moved,moved submodules into the repo,Tobias Bosch,13,False,,,0,119,1440.0,0.0166666666666666,0.0,21,25,9,3
2014-09-25 21:30:10+00:00,97f6ceb27b918bfae99dcc46ebdda5a1d8c55f47,moved,moved submodules into this project,Tobias Bosch,14,False,,,33,119,84.0,0.0009722222222222,0.0,21,25,9,3
2014-09-25 23:53:32+00:00,b42111a608f18e4adaa24327fb72d0509fc15f7e,design,design: added record interface,Misko Hevery,15,False,,,10,119,8602.0,0.0995601851851851,0.0,23,25,9,3
2014-09-26 00:55:46+00:00,100d66222ce58dab468e3876e0e3599479f4f9c7,build,"build: execute `pub get` and `dart analyzer`

When chaining a `pubspec.yaml` we automatically run `pub get`.

In `gulp build` we also run `dartanalyzer` for all files
that have the pattern:

`<module>/lib/<module>.dart`

Closes #13
Closes #5
Closes #2",Tobias Bosch,16,False,,,6,119,3734.0,0.0432175925925925,0.0,0,26,9,4
2014-09-26 04:01:52+00:00,eb8336816a42200321a97be538d5c7be9e52b1ee,chore,chore: update .gitignore for web-storm,Misko Hevery,17,False,,,1,119,11166.0,0.1292361111111111,0.0,4,26,9,4
2014-09-26 07:23:11+00:00,2cc1a4c35420e62829d886f1f84c2731d0f7ef33,refactor,"refactor(js2dart): refactor dart library statement

fixes #12
closes #16",Victor Berchet,19,False,,,3,119,12079.0,0.1398032407407407,0.0,7,26,9,4
2014-09-26 07:25:52+00:00,cff47d4f8eae7bb2e9df63d6053647878ef83e3f,fix,fix(DartWriter): number (js) maps to num (dart),Victor Berchet,38,False,,,1,119,161.0,0.0018634259259259,0.0,7,26,9,4
2014-09-26 11:26:11+00:00,a75a3d0b315ac8da803a60d907838b235c4dc04e,refactor,"refactor(js2dart): use the parent functionalities as mush as possible

Closes #18",Victor Berchet,20,False,,,2,119,14419.0,0.166886574074074,0.0,11,26,9,4
2014-09-26 16:23:04+00:00,87dd88ff0c03a22e7b53fafd11ef46035c83ce46,fix,fix: correct library not to have lib and dart in name.,Misko Hevery,18,False,,,1,119,17813.0,0.2061689814814815,0.0,16,26,9,4
2014-09-26 16:53:26+00:00,7e3005e705aa97598dfdc5cfa0db83d4993eb648,fix,fix(js2dart): make tests work again,Tobias Bosch,21,False,,,2,119,1822.0,0.0210879629629629,0.0,16,26,9,4
2014-09-26 18:20:08+00:00,6335fc407c46184998262402316f71ae7bf42b5d,design,design: add changed detection API,Misko Hevery,22,False,,,9,119,5202.0,0.0602083333333333,0.0,18,26,9,4
2014-09-26 20:52:12+00:00,c85ab3a5a44c1596f7934cccab1a82e7fcf0c7ad,feat,feat(lexer): initial (wip) implementation.,Chirayu Krishnappa,39,False,,,7,119,9124.0,0.1056018518518518,0.0,20,26,9,4
2014-09-27 00:36:57+00:00,c8cf03f200277d395ee75aada2d65a9cad716ff8,refactor,"refactor: move rtts-assert into `modules` directory

The rtts assertion lib is only needed for js 
but it should be treated like any other module (e.g. facade …)",Tobias Bosch,24,False,,,9,119,13485.0,0.1560763888888889,0.0,0,27,9,5
2014-09-27 00:38:38+00:00,d42fa0786346969d05c7664d57da2e5f615d0bb6,fix,fix(examples): make todo example run again,Tobias Bosch,25,False,,,5,119,101.0,0.0011689814814814,0.0,0,27,9,5
2014-09-27 00:39:27+00:00,39c03e67e600ec81d312b5809ef425695829006a,refactor,refactor: rename `js2dart` to `transpiler`,Tobias Bosch,26,False,,,31,119,49.0,0.0005671296296296,0.0,0,27,9,5
2014-09-28 20:55:01+00:00,c79f0c3472a23ee4ba36c90a6fb87caa2957e610,refactor,"refactor: simplify and make tests work in JS and Dart

* remove `wraps` syntax enhancements for imports
  and support new `import * as module from ...` syntax

  - default imports are the wrong construct for importing
    everything from a module

* moved tests from transpiler to jasmine and karma

  - transpiler tests are included when running karma in main project folder
  - transpiler is reloaded after every test run in karma
    so no need to restart karma when the transpiler has been changed.
  - removed own gulp build for transpiler and `postinstall.sh`
    as they are no more needed.
  - transpiler tests are now executed in Dart AND JavaScript (used to be executed
    only in Dart) which allowed to catch some bugs (see the bug with the
    import specification above).

* made tests work in dart as well by using the following hack:

  - dependencies are loaded from the `build` folder which makes
    running `gulp build` necessary before running karma for dart
  - for this to work
    the dependencies are included in main `pubspec.yaml` of project
  - reason for the hack: `karma-dart` loads all `packages` urls
    directly from disc (should rather use the karma file list)

* added explicit annotations `FIELD` `ABSTRACT` ... to `facade/lang.*`

  - needed for now that we can run tests and don't get errors for undefined
    annotations.

* added `README.md` with details about the build and tests",Tobias Bosch,29,False,,,40,119,159334.0,1.8441435185185184,0.0,20,28,9,6
2014-09-28 23:29:11+00:00,9c7c7e8acffda77d0ee46423e802678d8f415627,design,design: simplified view interfaces,Misko Hevery,27,False,,,12,119,9250.0,0.1070601851851851,0.0,23,28,9,6
2014-09-29 03:02:32+00:00,817c005845bcd5f8ea185937a4684d7f607eb697,test,test: added simple View test,Misko Hevery,28,False,,,9,119,12801.0,0.1481597222222222,0.0,3,29,9,0
2014-09-29 21:20:23+00:00,85b5543f6285856b5e6eb875563ec48f70a8b5f9,feat,feat: travis-ci integration,Tobias Bosch,31,False,,,10,119,65871.0,0.7623958333333334,0.0,21,29,9,0
2014-09-29 21:21:38+00:00,1907c590c806a318b6a459bc871db2930856ba6f,refactor,refactor: removed stale build file,Tobias Bosch,30,False,,,1,119,75.0,0.0008680555555555,0.0,21,29,9,0
2014-09-30 12:21:46+00:00,92375c0281c091608330b92e8da3adc753918ba6,chore,chore(README): update instructions,Victor Berchet,32,False,,,1,119,54008.0,0.6250925925925926,0.0,12,30,9,1
2014-09-30 14:14:22+00:00,64d3cc68f07725292d448b4a79fe37d0792a9aee,refactor,"refactor(transpiler): split the monolithic dart transformer

fixes #24

The new architecture conforms with the Traceur architecture.",Victor Berchet,33,False,,,7,119,6756.0,0.0781944444444444,0.0,14,30,9,1
2014-09-30 18:56:33+00:00,b2199632c77a9257d64eff00d2aaa16e8a42b5f0,feat,feat(injector): initial implementaion of dynamic injector,vsavkin,51,False,,,24,119,16931.0,0.1959606481481481,0.0,18,30,9,1
2014-09-30 20:25:20+00:00,64fe73e20da5a615a73751c648d78c36a74f836d,feat,feat(transpiler): handle named params,vsavkin,45,False,,,6,119,5327.0,0.0616550925925925,0.0,20,30,9,1
2014-09-30 22:50:20+00:00,e3254d4a7dcb16f576d3f96956b3250afc53776d,design,design: update change_detection,Misko Hevery,34,False,,,2,119,8700.0,0.1006944444444444,0.0,22,30,9,1
2014-09-30 23:39:37+00:00,69210e4fde38433b4aa6c66e7c4e0e0093171df3,design,design: add test change_detection,Misko Hevery,36,False,,,2,119,2957.0,0.034224537037037,0.0,23,30,9,1
2014-09-30 23:55:59+00:00,934f31a4fae81ee68c423bd6052defc0be7d096a,chore,chore: fix karma dart setup,Vojta Jina,35,False,,,1,119,982.0,0.0113657407407407,0.0,23,30,9,1
2014-10-01 14:29:45+00:00,089a2f1b622c98f5f57f8177d35604e3fc8d791a,feat,"feat(transpiler): constructor and typed field semantics

fixes #11 (constructor and typed field semantics)
fixes #42 (Should we infer class property types from ctor args ?)
fixes #17 (number (js) should map to num (dart))

Closes #45",Victor Berchet,48,False,,,15,119,52426.0,0.6067824074074074,0.0,14,1,10,2
2014-10-01 15:32:59+00:00,99bad64c3f40590f6bf504b4c4bf4740e8cadd80,docs,doc(README): HOWTO debug the transpiler,Victor Berchet,37,False,,,1,119,3794.0,0.043912037037037,0.0,15,1,10,2
2014-10-01 23:56:44+00:00,c7feaba1cb095b2f13339f372a64f00c13947957,feat,feat(DartWriter): support string interpolation,Chirayu Krishnappa,40,False,,,2,119,30225.0,0.3498263888888889,0.0,23,1,10,2
2014-10-01 23:57:38+00:00,3482fb1291207b23f23e5de600c8eeaa611205da,feat,feat(facade/lang): support int,Chirayu Krishnappa,41,False,,,2,119,54.0,0.000625,0.0,23,1,10,2
2014-10-01 23:58:52+00:00,d7d52aaef2b034f5507209640f073fd575ae073a,refactor,refactor(lexer): rename to scanner use ints etc.,Chirayu Krishnappa,42,False,,,2,119,74.0,0.0008564814814814,0.0,23,1,10,2
2014-10-02 02:58:22+00:00,78d758b4bba0722b476aba8fad3db466e0bb6e79,fix,fixes to get tests green with karma dart,Chirayu Krishnappa,43,False,,,3,119,10770.0,0.1246527777777777,0.0,2,2,10,3
2014-10-02 05:05:46+00:00,f9923ea7db1b42d9eac7ab0dc40c24d2b4c7dc6d,test,test: add example test for change_detection,Misko Hevery,44,False,,,4,119,7644.0,0.0884722222222222,0.0,5,2,10,3
2014-10-02 09:51:10+00:00,d1b90e125ba5bdf3a533af0460c24146a38c2570,feat,"feat(transpiler): add support for arrow functions

fixes #28",Victor Berchet,79,False,,,3,119,17124.0,0.1981944444444444,0.0,9,2,10,3
2014-10-02 13:14:32+00:00,5527a1b1a4069c88f6eb62560c5a14ce887d64bb,feat,"feature(change detection): implement barebone ChangeDetector

fixes #39",Victor Berchet,75,False,,,8,119,12202.0,0.1412268518518518,0.0,13,2,10,3
2014-10-02 16:04:41+00:00,1214f423b41e65a4cb5b382eac22d9cd378faa14,feat,feat(transpiler): implement optional params,vsavkin,78,False,,,2,119,10209.0,0.1181597222222222,0.0,16,2,10,3
2014-10-02 19:27:01+00:00,33af1d0b394293d4765b62285b77864b2a945294,chore,"chore(build): execute `pub get` only if a pubspec.yaml changed and run `dart analyzer` on all dart files

`pub get` is now only executed when the `pubspec.yaml` in the `modules`
folder is different than the `pubspec.yaml` in the `build/dart` folder.

Generates the file `build/dart/_analyzer.dart` that imports all modules
to run `dart analyzer` against all of them. The build will fail whenever
there are errors warnings or hints in `dart analyzer`.

Changes the sources so that `dart analyzer` does not report any
error warning or hint.

Closes #40",Tobias Bosch,46,False,,,22,119,12140.0,0.1405092592592592,0.0,19,2,10,3
2014-10-02 20:38:12+00:00,774901c2255499fff979f4428384d2cf868ca352,chore,"chore(karma): use ChromeCanary as the default for JS

Closes #56",Chirayu Krishnappa,71,False,,,1,119,4271.0,0.0494328703703703,0.0,20,2,10,3
2014-10-03 03:39:27+00:00,fd0c2d8063fcb7bc6cd89b1823a02d6710e2ac31,design,design: added selector interface,Misko Hevery,47,False,,,5,119,25275.0,0.2925347222222222,0.0,3,3,10,4
2014-10-03 03:55:35+00:00,cbd429640f13084f1e4772404d299b3c93eeabf7,chore,chore: remove hello test,Misko Hevery,49,False,,,1,119,968.0,0.0112037037037037,0.0,3,3,10,4
2014-10-03 04:48:46+00:00,6c8da62c1bb41ab0e26ba6ff6f2e3879852e8e1f,fix,fix: Enabled annotation support for Dart,Misko Hevery,50,False,,,3,119,3191.0,0.0369328703703703,0.0,4,3,10,4
2014-10-03 20:29:59+00:00,a85812f688b1a9b70be597bb715490c3290f29aa,refactor,refactor(injector): rename humanize into stringify,vsavkin,52,False,,,3,119,56473.0,0.6536226851851852,0.0,20,3,10,4
2014-10-03 20:31:12+00:00,15305b6cd7d228621a5a923be90ee524966d0b0e,refactor,refactor(facade): instantiate a fixed length array,vsavkin,53,False,,,1,119,73.0,0.0008449074074074,0.0,20,3,10,4
2014-10-03 21:26:49+00:00,f63a5dd1583a28ce0b728478f05107f6194f41ef,refactor,refactor(injector): change reflector to collect the resolving path only when an error occurs,vsavkin,54,False,,,6,119,3337.0,0.0386226851851851,0.0,21,3,10,4
2014-10-04 00:34:37+00:00,a814d48bbc413c4c0d1cf0aca8dad946c421e04c,refactor,refactor(injector): use @CONST to create the Inject annotation,vsavkin,55,False,,,5,119,11268.0,0.1304166666666666,0.0,0,4,10,5
2014-10-05 20:25:42+00:00,14af5a0a425fc3e790e9f6dd8cddf1a58083294c,feat,feat(injector): implement async dependencies,vsavkin,56,False,,,9,119,157865.0,1.827141203703704,0.0,20,5,10,6
2014-10-06 14:13:33+00:00,4d6c7481ad86e9bb8de774b039bfb7cd19faf0ec,feat,"feat(injector): handle construction errors

- Detect cyclic deps
- Handle initialization errors",vsavkin,57,False,,,3,119,64071.0,0.7415625,0.0,14,6,10,0
2014-10-06 15:36:22+00:00,e02cdfe733a46432b30582ddaaa8ce9a84909555,feat,feat(injector): handle in-progress async construction,vsavkin,58,False,,,2,119,4969.0,0.057511574074074,0.0,15,6,10,0
2014-10-06 17:45:24+00:00,a0176273c580c93260e4cf0e96bfb28d1df2f5ee,feat,feat(injector): implement InjectLazy,vsavkin,59,False,,,7,119,7742.0,0.0896064814814814,0.0,17,6,10,0
2014-10-06 19:44:38+00:00,e4ce69dcc7275c1df43d604d6c7d255fdf2fcd20,test,"test(scanner): port the rest of the lexer tests from AngularDart

Closes #64",Chirayu Krishnappa,70,False,,,4,119,7154.0,0.0828009259259259,0.0,19,6,10,0
2014-10-06 20:24:12+00:00,e7666d06120d7afb0322e6f762d41cd17c609c1d,feat,feat(injector): handle async cyclic dependencies,vsavkin,60,False,,,2,119,2374.0,0.0274768518518518,0.0,20,6,10,0
2014-10-07 00:35:00+00:00,cfc5fdc60dd4a9a13b0633ddd7e59ee823ae9fb7,chore,"chore: use es6-module-loader

Switch Traceur to use modules=“instantiate” and use es6-module-loader.
This setup supports cyclic dependencies.",Vojta Jina,72,False,,,6,119,15048.0,0.1741666666666666,0.0,0,7,10,1
2014-10-07 00:44:25+00:00,6efb7f90172f63d8d05a8e6d4866d4986916d59a,transpiler,"transpiler: normalize Dart library name

`file2module` was used for normalizing paths where `-` is fine.
This normalizes non-word characters only when generating the Dart
library name.",Vojta Jina,73,False,,,2,119,565.0,0.0065393518518518,0.0,0,7,10,1
2014-10-07 00:52:23+00:00,38340ce8d9e12b07113ecf8bde66ad8b28b374c1,test,test(transpiler): add a cycle import spec,Vojta Jina,74,False,,,2,119,478.0,0.0055324074074074,0.0,0,7,10,1
2014-10-07 13:04:11+00:00,62004e22e023669952762cc6776d7a3b81a5fea4,feat,feat(injector): change injector to show the full path when error happens in a constructor (async),vsavkin,61,False,,,4,119,43908.0,0.5081944444444444,0.0,13,7,10,1
2014-10-07 13:21:00+00:00,4e0c368c0390fb7d5d1d010f52be47cac4afd4e1,refactor,refactor(injector): remove DIError,vsavkin,62,False,,,1,119,1009.0,0.0116782407407407,0.0,13,7,10,1
2014-10-07 13:37:23+00:00,971e31fcd3ad3b28a9942775da91f386e44e7da6,feat,feat(facade): add bool type,vsavkin,63,False,,,1,119,983.0,0.0113773148148148,0.0,13,7,10,1
2014-10-07 13:37:45+00:00,df09a7c817143901e05c4bdd09bda30ff8f9cef3,refactor,refactor(injector): add bool and int annotations,vsavkin,64,False,,,4,119,22.0,0.0002546296296296,0.0,13,7,10,1
2014-10-07 13:39:52+00:00,ea22cc4c7ab33d008fbb649aa3a568ccb5900fa2,refactor,refactor(injector): add @FIELD annotations to Key and Dependency,vsavkin,65,False,,,1,119,127.0,0.0014699074074074,0.0,13,7,10,1
2014-10-07 14:03:06+00:00,ab4f86a0cb86b274f094e6bd0743251acd31c144,refactor,refactor(injector): cleanup,vsavkin,66,False,,,3,119,1394.0,0.0161342592592592,0.0,14,7,10,1
2014-10-07 14:17:51+00:00,187c4aa33ce95098fe0fbda362976cbdf503c6a8,refactor,refactor(injector): uses one instance of reflector instead of creating a new instance every time,vsavkin,67,False,,,3,119,885.0,0.0102430555555555,0.0,14,7,10,1
2014-10-07 14:34:07+00:00,7d566adea034fbc1dfa815497452d82241551dbb,style,style(reflector): formatting,vsavkin,68,False,,,8,119,976.0,0.0112962962962962,0.0,14,7,10,1
2014-10-07 14:42:27+00:00,5162b3c0ca3319fafde92fe8a71304faa00568d9,refactor,refactor(reflector): cleanup,vsavkin,69,False,,,3,119,500.0,0.005787037037037,0.0,14,7,10,1
2014-10-08 10:46:38+00:00,5818c3bf28d69d98d9eca9e0a8b8f14c0bf811c8,refactor,refactor(named parameters): mimic original traceur architecture,Victor Berchet,76,False,,,6,119,72251.0,0.8362384259259259,0.0,10,8,10,2
2014-10-08 20:15:38+00:00,1f4caa8773bf96de73b0ef7bd6526a93312cdcab,feat,feat(benchmark): add a simple benchmark for the di module,vsavkin,101,False,,,12,119,34140.0,0.3951388888888889,0.0,20,8,10,2
2014-10-09 13:44:18+00:00,2f732c6b841f196563a3f79f54ecd2b503bc8f2b,docs,docs(di): add docs to di module,vsavkin,99,False,,,1,119,62920.0,0.7282407407407407,0.0,13,9,10,3
2014-10-09 14:55:18+00:00,b9d03e6635cbc79ef41802d1bc2dd8404c3f9c7b,refactor,refactor(di): move Dependency from key.js to binding.js,vsavkin,85,False,,,4,119,4260.0,0.0493055555555555,0.0,14,9,10,3
2014-10-09 15:03:36+00:00,9b411372df3471e7119738b57ac9c17636fe7990,feat,"feat(injector): change injector to recover from errors

So it can instantiate an object after a failed attempt.",vsavkin,86,False,,,2,119,498.0,0.0057638888888888,0.0,15,9,10,3
2014-10-09 15:08:00+00:00,06a221671c3b5a1ee4de65051e1373f19c78aaa4,refactor,refactor(injector): cleanup,vsavkin,87,False,,,1,119,264.0,0.0030555555555555,0.0,15,9,10,3
2014-10-09 15:35:13+00:00,d313cac42f1060fc40e99ca8963eaa57283e0c9f,refactor,refactor(injector): change toFactory to use reflector to construct dependencies,vsavkin,88,False,,,6,119,1633.0,0.0189004629629629,0.0,15,9,10,3
2014-10-09 16:09:50+00:00,0b60f8494de83e4325be235dd50e8c8a5f077487,style,style(di): add new lines,vsavkin,89,False,,,6,119,2077.0,0.0240393518518518,0.0,16,9,10,3
2014-10-09 16:18:35+00:00,3f3fb7017e64aa237edad58447d464adc2cfeab9,refactor,refactor(injector): implement support for nested bindings,vsavkin,90,False,,,3,119,525.0,0.0060763888888888,0.0,16,9,10,3
2014-10-09 20:50:25+00:00,fb01551620752828afd4536af1efe01da9a284a7,chore,"chore: allow running Dart/JS Karma at the same time

Use `9876` port for JS.
Use `9877` port for Dart.",Vojta Jina,77,False,,,2,119,16310.0,0.1887731481481481,0.0,20,9,10,3
2014-10-09 21:04:13+00:00,c7e9d10f0b7d1c068612bc8174dd3c5dc02d87d8,test,test(transpiler): add spec for instanceof,Vojta Jina,82,False,,,1,119,828.0,0.0095833333333333,0.0,21,9,10,3
2014-10-09 21:04:25+00:00,2d19e7122b3361903ca17deebab0f3bbdb50ab91,refactor,refactor(transpiler): instanceof,Vojta Jina,83,False,,,1,119,12.0,0.0001388888888888,0.0,21,9,10,3
2014-10-09 22:08:30+00:00,94e556465b50239bbea08862127f52ed28b05a3a,fix,"fix(transpiler): only call transform/visit when defined

Our custom ParseTree classes should not expect that every
transformer/visitor defines the methods to transform/visit them.",Vojta Jina,80,False,,,1,119,3845.0,0.0445023148148148,0.0,22,9,10,3
2014-10-09 22:17:53+00:00,85ee62cb0d58f88b9c66fcaf40465e6147a39068,chore,chore(transpiler): show filepath when error happens,Vojta Jina,81,False,,,1,119,563.0,0.0065162037037037,0.0,22,9,10,3
2014-10-10 13:56:43+00:00,97667e259184cabd8a7cdc42d02b22c1cb6177e9,refactor,refactor(di): make use of optional parameters,vsavkin,91,False,,,3,119,56330.0,0.6519675925925926,0.0,13,10,10,4
2014-10-10 14:00:23+00:00,f0870791f60a594202f1c1ec66b635dafd75eb01,refactor,refactor(di): cleanup to make dartanalyzer happy,vsavkin,92,False,,,2,119,220.0,0.0025462962962962,0.0,14,10,10,4
2014-10-10 15:36:06+00:00,f524a89cb6fb83cd641e3e2d4c34df0cce16a8fe,feat,feat(injector): add support for default bindings,vsavkin,97,False,,,3,119,5743.0,0.0664699074074074,0.0,15,10,10,4
2014-10-10 15:50:50+00:00,ee1e54cf0a37144437413ee482034c1b54a22a56,feat,feat(transpiler): add support for named params to new expressions,vsavkin,96,False,,,2,119,884.0,0.0102314814814814,0.0,15,10,10,4
2014-10-10 18:07:59+00:00,b71cd9f3804a3c4fc37dfa5004dbf9497b8a3073,refactor,refactor(di): use boolean instead of bool,vsavkin,95,False,,,8,119,8229.0,0.0952430555555555,0.0,18,10,10,4
2014-10-10 19:44:56+00:00,1a7d5160f2e8b1228dc0c8a29e0f417c91adfbc2,use,use Promise instead of Future,vsavkin,98,False,,,14,119,5817.0,0.0673263888888889,0.0,19,10,10,4
2014-10-10 20:31:27+00:00,c3d9b5c91e78b7efe9fcb361af2eb7104c762ad5,refactor,refactor(di): simplify Injector API,vsavkin,93,False,,,3,119,2791.0,0.0323032407407407,0.0,20,10,10,4
2014-10-11 03:44:55+00:00,a9896ed3918d0a8d08847b8ba401cb757083515b,design,design: view instantiation test,Misko Hevery,84,False,,,8,119,26008.0,0.3010185185185185,0.0,3,11,10,5
2014-10-12 21:03:22+00:00,92b25591090566920fdd07ea361626dcc8c0d3dc,refactor,refactor(di): cleanup,vsavkin,94,False,,,2,119,148707.0,1.7211458333333334,0.0,21,12,10,6
2014-10-14 20:00:35+00:00,e3548b497f52d98a66753a2a30f033a714b2942a,feat,feat(ElementInjector): implement ElementInjector,vsavkin,104,False,,,27,119,169033.0,1.956400462962963,0.0,20,14,10,1
2014-10-16 19:10:17+00:00,79d270c3dd8738a28361271af0ef0a7c3e1cd878,feat,"feat(ElementInjector): add support for ""special"" objects",vsavkin,105,False,,,5,119,169782.0,1.9650694444444443,0.0,19,16,10,3
2014-10-16 20:10:21+00:00,035dc5ba44f02fe94e189167b427cd33689752eb,feat,feat(transpiler): add support for getters,vsavkin,100,False,,,2,119,3604.0,0.0417129629629629,0.0,20,16,10,3
2014-10-17 11:08:57+00:00,94958e084e72e3b4d01652d9ec8dadc31db71c69,fix,"fix(super): `super()` now means call the proto of the current function.

See https://github.com/google/traceur-
compiler/commit/6732e5eddf203ae02bcfb8faea837590bf32c061",Victor Berchet,107,False,,,3,119,53916.0,0.6240277777777777,0.0,11,17,10,4
2014-10-18 21:50:55+00:00,2a4b63b614edc482bee8ade5bfee686a643cb31b,refactor,refactor(collection): use Map instead of Object,vsavkin,102,False,,,4,119,124918.0,1.4458101851851852,0.0,21,18,10,5
2014-10-20 19:17:06+00:00,ea0df352beb7c574f90f85adb4585b7db0611d04,feat,feat(di): add metadata to Key,vsavkin,103,False,,,7,119,163571.0,1.8931828703703704,0.0,19,20,10,0
2014-10-27 11:59:12+00:00,87b0d3fcc589c13c105d16dfb25ec1d691b9bbee,docs,"docs(readme): add missing prerequsite [karma-cli]

Closes #102",Blake La Pierre,119,False,,,1,119,578526.0,6.6959027777777775,0.0,11,27,10,0
2014-10-27 15:47:13+00:00,31831eee5eadf4b5653207bac1d1df981090e403,feat,feat(View): implement ProtoView.instantiate,vsavkin,106,False,,,7,119,13681.0,0.1583449074074074,0.0,15,27,10,0
2014-10-27 16:32:55+00:00,e1c84e02f8728f80ad53e9334b6e94bef98dd9a9,chore,"chore: adds Windows support for build

Closes #104",Marc Laval,120,False,,,2,119,2742.0,0.0317361111111111,0.0,16,27,10,0
2014-10-27 16:57:36+00:00,c90a7114d3b41954ba6f1a7e84aff0b5e5eb8d0c,feat,feat(ChangeDetector): Add support for chained properties,Victor Berchet,111,False,,,4,119,1481.0,0.0171412037037037,0.0,16,27,10,0
2014-10-27 17:02:46+00:00,9bd65abb32a16c3db0be4c98db1f54c682f835cd,feat,feat(ElementInjector): throw when encounter a cyclic dependency,vsavkin,122,False,,,5,119,310.0,0.0035879629629629,0.0,17,27,10,0
2014-10-27 20:07:20+00:00,e3b772425ef9bb29c9645fc366072da4bec33ad5,feat,feat(ElementInjector): change ElementInjector to accept bindings or types,vsavkin,108,False,,,2,119,11074.0,0.1281712962962962,0.0,20,27,10,0
2014-10-27 20:09:10+00:00,c11ca944d4e2b168bbead1486f73ccf466f594f8,perf,perf(ElementInjector): add a benchmark measuring the instantiation of element injectors without using reflection,vsavkin,109,False,,,5,119,110.0,0.0012731481481481,0.0,20,27,10,0
